2025-03-03 17:35:58.762 | DEBUG | Game logger initialized with comprehensive debug logging
2025-03-03 17:35:59.017 | INFO | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-03 17:35:59.019 | DEBUG | Created game state snapshot: logs\snapshot_20250303_173559.json
2025-03-03 17:35:59.019 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750589888, "health": 20, "damage": 1, "position": {"x": 416, "y": 107}, "area": "BEACH"}
2025-03-03 17:35:59.020 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750590944, "health": 20, "damage": 1, "position": {"x": 595, "y": 320}, "area": "BEACH"}
2025-03-03 17:35:59.020 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591040, "health": 20, "damage": 1, "position": {"x": 549, "y": 82}, "area": "BEACH"}
2025-03-03 17:35:59.020 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591184, "health": 20, "damage": 1, "position": {"x": 634, "y": 325}, "area": "BEACH"}
2025-03-03 17:35:59.021 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591328, "health": 20, "damage": 1, "position": {"x": 563, "y": 122}, "area": "BEACH"}
2025-03-03 17:35:59.021 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591424, "health": 20, "damage": 1, "position": {"x": 532, "y": 224}, "area": "BEACH"}
2025-03-03 17:35:59.021 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591568, "health": 20, "damage": 1, "position": {"x": 447, "y": 356}, "area": "BEACH"}
2025-03-03 17:35:59.021 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591664, "health": 20, "damage": 1, "position": {"x": 352, "y": 349}, "area": "BEACH"}
2025-03-03 17:35:59.022 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591808, "health": 20, "damage": 1, "position": {"x": 588, "y": 490}, "area": "BEACH"}
2025-03-03 17:35:59.022 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750591904, "health": 20, "damage": 1, "position": {"x": 123, "y": 261}, "area": "BEACH"}
2025-03-03 17:35:59.022 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750592000, "health": 20, "damage": 1, "position": {"x": 486, "y": 342}, "area": "BEACH"}
2025-03-03 17:35:59.022 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750592096, "health": 20, "damage": 1, "position": {"x": 423, "y": 431}, "area": "BEACH"}
2025-03-03 17:35:59.023 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750592192, "health": 20, "damage": 1, "position": {"x": 192, "y": 295}, "area": "BEACH"}
2025-03-03 17:35:59.023 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750592288, "health": 20, "damage": 1, "position": {"x": 564, "y": 87}, "area": "BEACH"}
2025-03-03 17:35:59.023 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2232750592384, "health": 20, "damage": 1, "position": {"x": 212, "y": 277}, "area": "BEACH"}
2025-03-03 17:35:59.023 | INFO | [enemies_spawned] {"count": 15, "area": "BEACH", "types": ["water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher"]}
2025-03-03 17:35:59.024 | INFO | [portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-03 17:35:59.024 | WARNING | [area_transition] {"player_id": 2232750589408, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-03 17:35:59.024 | DEBUG | [splash_message] {"message": "Entered BEACH", "duration": 3.0}
2025-03-03 17:35:59.030 | WARNING | [game_initialized] {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60}
2025-03-03 17:35:59.166 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.184 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 99, "wetness": 2, "obsidian_armor": 0, "effects": ["wetness_increased:2"]}
2025-03-03 17:35:59.185 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2"]}
2025-03-03 17:35:59.201 | INFO | [player] {"health": 99, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 1.9, "fire_resistance": 1.8, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 1}
2025-03-03 17:35:59.201 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 98, "wetness": 3.9, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.202 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.217 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 97, "wetness": 5.8, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.217 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.234 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.250 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.266 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 96, "wetness": 7.500000000000001, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.266 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.284 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 95, "wetness": 9.400000000000002, "obsidian_armor": 0, "effects": ["wetness_increased:2.000000000000001"]}
2025-03-03 17:35:59.285 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.000000000000001"]}
2025-03-03 17:35:59.299 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 94, "wetness": 11.300000000000002, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.300 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.316 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 93, "wetness": 13.200000000000003, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.318 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.318 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 92, "wetness": 15.200000000000003, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.318 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591664, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.332 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.332 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 91, "wetness": 17.1, "obsidian_armor": 0, "effects": ["wetness_increased:1.9999999999999982"]}
2025-03-03 17:35:59.332 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591664, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:1.9999999999999982"]}
2025-03-03 17:35:59.350 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 90, "wetness": 19.0, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.351 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.351 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 89, "wetness": 21.0, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.351 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591664, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.366 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 88, "wetness": 22.9, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.367 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591568, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.367 | WARNING | [player_damage] {"damage_type": "water", "raw_damage": 1, "actual_damage": 1, "health_remaining": 87, "wetness": 24.9, "obsidian_armor": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.367 | WARNING | [combat] {"attacker": "water_splasher", "attacker_id": 2232750591664, "defender": "player", "defender_id": 2232750589408, "damage_attempted": 1, "damage_type": "water", "actual_damage": 1, "resistance_applied": 0, "effects": ["wetness_increased:2.0"]}
2025-03-03 17:35:59.382 | INFO | [player] {"health": 87, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 24.799999999999997, "fire_resistance": 22.41, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 13}
2025-03-03 17:35:59.382 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.383 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.399 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
2025-03-03 17:35:59.400 | INFO | [attack_missed] {"attacker": "water_splasher", "target": "player"}
