2025-03-03 18:17:03.028 | DEBUG | Game logger initialized with session ID: session_20250303_181703_31760
2025-03-03 18:17:03.307 | INFO | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-03 18:17:03.308 | DEBUG | Created game state snapshot: logs\snapshot_20250303_181703.json
2025-03-03 18:17:03.309 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720523952, "health": 20, "damage": 1, "position": {"x": 64, "y": 422}, "area": "BEACH"}
2025-03-03 18:17:03.309 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525008, "health": 20, "damage": 1, "position": {"x": 55, "y": 196}, "area": "BEACH"}
2025-03-03 18:17:03.309 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525104, "health": 20, "damage": 1, "position": {"x": 551, "y": 268}, "area": "BEACH"}
2025-03-03 18:17:03.309 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525248, "health": 20, "damage": 1, "position": {"x": 275, "y": 250}, "area": "BEACH"}
2025-03-03 18:17:03.311 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525392, "health": 20, "damage": 1, "position": {"x": 135, "y": 305}, "area": "BEACH"}
2025-03-03 18:17:03.311 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525488, "health": 20, "damage": 1, "position": {"x": 343, "y": 122}, "area": "BEACH"}
2025-03-03 18:17:03.311 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525632, "health": 20, "damage": 1, "position": {"x": 111, "y": 57}, "area": "BEACH"}
2025-03-03 18:17:03.311 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525728, "health": 20, "damage": 1, "position": {"x": 569, "y": 400}, "area": "BEACH"}
2025-03-03 18:17:03.311 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525872, "health": 20, "damage": 1, "position": {"x": 349, "y": 256}, "area": "BEACH"}
2025-03-03 18:17:03.312 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720525968, "health": 20, "damage": 1, "position": {"x": 432, "y": 363}, "area": "BEACH"}
2025-03-03 18:17:03.312 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720526064, "health": 20, "damage": 1, "position": {"x": 214, "y": 196}, "area": "BEACH"}
2025-03-03 18:17:03.312 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720526160, "health": 20, "damage": 1, "position": {"x": 480, "y": 212}, "area": "BEACH"}
2025-03-03 18:17:03.312 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 1947720526256, "health": 20, "damage": 1, "position": {"x": 604, "y": 476}, "area": "BEACH"}
