2025-03-04 01:54:17.481 | INFO | Game Logger initialized for session: session_20250304_015417_24144
2025-03-04 01:54:18.124 | DEBUG | [STATE_player_initialized] {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2840833713888, "memory_size": 48}
2025-03-04 01:54:18.124 | WARNING | STATE_player_initialized: {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2840833713888, "memory_size": 48}
2025-03-04 01:54:18.124 | DEBUG | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 01:54:18.124 | DEBUG | player: {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 01:54:18.131 | DEBUG | [tutorial_initialized] {"total_steps": 11}
2025-03-04 01:54:18.131 | DEBUG | tutorial_initialized: {"total_steps": 11}
2025-03-04 01:54:18.131 | DEBUG | [DEV_portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:54:18.131 | DEBUG | DEV_portal_created: {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:54:18.131 | DEBUG | [area_transition] {"player_id": 2840833713888, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 01:54:18.131 | WARNING | area_transition: {"player_id": 2840833713888, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 01:54:18.131 | DEBUG | [splash_message] {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 01:54:18.131 | DEBUG | splash_message: {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 01:54:18.133 | DEBUG | [game_initialized] {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 01:54:18.133 | WARNING | game_initialized: {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 01:54:18.135 | DEBUG | [enemy_spawn] {"type": "water_splasher", "id": 2840833714560, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
2025-03-04 01:54:18.135 | DEBUG | enemy_spawn: {"type": "water_splasher", "id": 2840833714560, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
2025-03-04 01:54:18.135 | DEBUG | [DEV_water_splasher_created] {"x": 550, "y": 300, "health": 20, "damage": 1, "splash_effect": 10}
2025-03-04 01:54:18.135 | DEBUG | DEV_water_splasher_created: {"x": 550, "y": 300, "health": 20, "damage": 1, "splash_effect": 10}
2025-03-04 01:54:18.135 | DEBUG | [enemy_spawn] {"type": "lava_splasher", "id": 2840833714656, "health": 100, "damage": 1000, "position": {"x": 900, "y": 300}, "area": "VOLCANO"}
2025-03-04 01:54:18.135 | DEBUG | enemy_spawn: {"type": "lava_splasher", "id": 2840833714656, "health": 100, "damage": 1000, "position": {"x": 900, "y": 300}, "area": "VOLCANO"}
2025-03-04 01:54:18.135 | DEBUG | [DEV_lava_sprite_created] {"x": 900, "y": 300, "health": 100, "damage": 1000}
2025-03-04 01:54:18.135 | DEBUG | DEV_lava_sprite_created: {"x": 900, "y": 300, "health": 100, "damage": 1000}
2025-03-04 01:54:18.136 | DEBUG | [DEV_portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:54:18.136 | DEBUG | DEV_portal_created: {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:54:18.136 | DEBUG | [tutorial_environment_setup] {"water_enemy_position": [550, 300], "lava_enemy_position": [900, 300], "player_position": [400, 300]}
2025-03-04 01:54:18.136 | WARNING | tutorial_environment_setup: {"water_enemy_position": [550, 300], "lava_enemy_position": [900, 300], "player_position": [400, 300]}
2025-03-04 01:54:18.136 | DEBUG | [tutorial_started] {"current_step": 0, "message": "Welcome to the Elemental Progression Game!\nPress SPACE to continue."}
2025-03-04 01:54:18.136 | DEBUG | tutorial_started: {"current_step": 0, "message": "Welcome to the Elemental Progression Game!\nPress SPACE to continue."}
2025-03-04 01:54:18.143 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2840833714560, "enemy_type": "water_splasher", "old_position": {"x": 550, "y": 300}, "new_position": {"x": 551, "y": 299}, "delta": {"dx": 0.6542611592177645, "dy": -0.7562686926873458}, "speed": 1.0, "direction": 5.425594232105142, "direction_changed": false, "moving_toward_player": false}
2025-03-04 01:54:18.143 | DEBUG | DEV_enemy_movement: {"enemy_id": 2840833714560, "enemy_type": "water_splasher", "old_position": {"x": 550, "y": 300}, "new_position": {"x": 551, "y": 299}, "delta": {"dx": 0.6542611592177645, "dy": -0.7562686926873458}, "speed": 1.0, "direction": 5.425594232105142, "direction_changed": false, "moving_toward_player": false}
2025-03-04 01:54:18.143 | DEBUG | [DEV_enemy_ai_decision] {"enemy_id": 2840833714656, "enemy_type": "lava_splasher", "decision": "move_toward_player", "old_direction": 2.890415195030768, "new_direction": 3.141592653589793, "distance_to_player": 500.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 01:54:18.143 | DEBUG | DEV_enemy_ai_decision: {"enemy_id": 2840833714656, "enemy_type": "lava_splasher", "decision": "move_toward_player", "old_direction": 2.890415195030768, "new_direction": 3.141592653589793, "distance_to_player": 500.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 01:54:18.144 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2840833714656, "enemy_type": "lava_splasher", "old_position": {"x": 900, "y": 300}, "new_position": {"x": 899, "y": 300}, "delta": {"dx": -0.8, "dy": 9.797174393178826e-17}, "speed": 0.8, "direction": 3.141592653589793, "direction_changed": true, "moving_toward_player": true}
