2025-03-03 17:41:16.879 | DEBUG | Game logger initialized with comprehensive debug logging
2025-03-03 17:41:17.134 | INFO | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-03 17:41:17.135 | DEBUG | Created game state snapshot: logs\snapshot_20250303_174117.json
2025-03-03 17:41:17.135 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505407696, "health": 20, "damage": 1, "position": {"x": 239, "y": 105}, "area": "BEACH"}
2025-03-03 17:41:17.135 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505408752, "health": 20, "damage": 1, "position": {"x": 57, "y": 294}, "area": "BEACH"}
2025-03-03 17:41:17.135 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505408848, "health": 20, "damage": 1, "position": {"x": 448, "y": 76}, "area": "BEACH"}
2025-03-03 17:41:17.136 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505408992, "health": 20, "damage": 1, "position": {"x": 93, "y": 387}, "area": "BEACH"}
2025-03-03 17:41:17.136 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409136, "health": 20, "damage": 1, "position": {"x": 618, "y": 103}, "area": "BEACH"}
2025-03-03 17:41:17.136 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409232, "health": 20, "damage": 1, "position": {"x": 340, "y": 478}, "area": "BEACH"}
2025-03-03 17:41:17.136 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409376, "health": 20, "damage": 1, "position": {"x": 482, "y": 83}, "area": "BEACH"}
2025-03-03 17:41:17.138 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409472, "health": 20, "damage": 1, "position": {"x": 191, "y": 70}, "area": "BEACH"}
2025-03-03 17:41:17.138 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409616, "health": 20, "damage": 1, "position": {"x": 433, "y": 82}, "area": "BEACH"}
2025-03-03 17:41:17.138 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409712, "health": 20, "damage": 1, "position": {"x": 325, "y": 189}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409808, "health": 20, "damage": 1, "position": {"x": 509, "y": 119}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505409904, "health": 20, "damage": 1, "position": {"x": 456, "y": 244}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505410000, "health": 20, "damage": 1, "position": {"x": 370, "y": 234}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505410096, "health": 20, "damage": 1, "position": {"x": 457, "y": 348}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemy_spawn] {"type": "water_splasher", "id": 2509505410192, "health": 20, "damage": 1, "position": {"x": 187, "y": 463}, "area": "BEACH"}
2025-03-03 17:41:17.139 | INFO | [enemies_spawned] {"count": 15, "area": "BEACH", "types": ["water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher", "water_splasher"]}
