2025-03-04 00:29:49.667 | INFO | Game Logger initialized for session: session_20250304_002949_29792
2025-03-04 00:29:50.033 | DEBUG | [STATE_player_initialized] {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2205045573328, "memory_size": 48}
2025-03-04 00:29:50.033 | WARNING | STATE_player_initialized: {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2205045573328, "memory_size": 48}
2025-03-04 00:29:50.034 | DEBUG | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 00:29:50.034 | DEBUG | player: {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 00:29:50.053 | DEBUG | [tutorial_initialized] {"total_steps": 11}
2025-03-04 00:29:50.053 | DEBUG | tutorial_initialized: {"total_steps": 11}
2025-03-04 00:29:50.054 | DEBUG | [DEV_portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 00:29:50.054 | DEBUG | DEV_portal_created: {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 00:29:50.054 | DEBUG | [area_transition] {"player_id": 2205045573328, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 00:29:50.054 | WARNING | area_transition: {"player_id": 2205045573328, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 00:29:50.054 | DEBUG | [splash_message] {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 00:29:50.055 | DEBUG | splash_message: {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 00:29:50.055 | DEBUG | [game_initialized] {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 00:29:50.055 | WARNING | game_initialized: {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 00:29:50.073 | DEBUG | [enemy_spawn] {"type": "water_splasher", "id": 2205045292480, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
2025-03-04 00:29:50.074 | DEBUG | enemy_spawn: {"type": "water_splasher", "id": 2205045292480, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
2025-03-04 00:29:50.074 | DEBUG | [DEV_water_splasher_created] {"x": 550, "y": 300, "health": 20, "damage": 1, "splash_effect": 10}
2025-03-04 00:29:50.074 | DEBUG | DEV_water_splasher_created: {"x": 550, "y": 300, "health": 20, "damage": 1, "splash_effect": 10}
2025-03-04 00:29:50.074 | DEBUG | [enemy_spawn] {"type": "lava_splasher", "id": 2205045292000, "health": 100, "damage": 1000, "position": {"x": 900, "y": 300}, "area": "VOLCANO"}
2025-03-04 00:29:50.074 | DEBUG | enemy_spawn: {"type": "lava_splasher", "id": 2205045292000, "health": 100, "damage": 1000, "position": {"x": 900, "y": 300}, "area": "VOLCANO"}
2025-03-04 00:29:50.074 | DEBUG | [DEV_lava_sprite_created] {"x": 900, "y": 300, "health": 100, "damage": 1000}
2025-03-04 00:29:50.074 | DEBUG | DEV_lava_sprite_created: {"x": 900, "y": 300, "health": 100, "damage": 1000}
2025-03-04 00:29:50.074 | DEBUG | [DEV_portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 00:29:50.074 | DEBUG | DEV_portal_created: {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 00:29:50.074 | DEBUG | [tutorial_environment_setup] {"water_enemy_position": [550, 300], "lava_enemy_position": [900, 300], "player_position": [400, 300]}
2025-03-04 00:29:50.074 | WARNING | tutorial_environment_setup: {"water_enemy_position": [550, 300], "lava_enemy_position": [900, 300], "player_position": [400, 300]}
2025-03-04 00:29:50.074 | DEBUG | [tutorial_started] {"current_step": 0, "message": "Welcome to the Elemental Progression Game!\nPress SPACE to continue."}
2025-03-04 00:29:50.074 | DEBUG | tutorial_started: {"current_step": 0, "message": "Welcome to the Elemental Progression Game!\nPress SPACE to continue."}
2025-03-04 00:29:50.091 | DEBUG | [DEV_enemy_ai_decision] {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "decision": "move_toward_player", "old_direction": 2.325588340366616, "new_direction": 3.141592653589793, "distance_to_player": 150.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 00:29:50.091 | DEBUG | DEV_enemy_ai_decision: {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "decision": "move_toward_player", "old_direction": 2.325588340366616, "new_direction": 3.141592653589793, "distance_to_player": 150.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 00:29:50.091 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "old_position": {"x": 550, "y": 300}, "new_position": {"x": 549, "y": 300}, "delta": {"dx": -1.0, "dy": 1.2246467991473532e-16}, "speed": 1.0, "direction": 3.141592653589793, "direction_changed": true, "moving_toward_player": true}
2025-03-04 00:29:50.091 | DEBUG | DEV_enemy_movement: {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "old_position": {"x": 550, "y": 300}, "new_position": {"x": 549, "y": 300}, "delta": {"dx": -1.0, "dy": 1.2246467991473532e-16}, "speed": 1.0, "direction": 3.141592653589793, "direction_changed": true, "moving_toward_player": true}
2025-03-04 00:29:50.091 | DEBUG | [DEV_enemy_ai_decision] {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "decision": "move_toward_player", "old_direction": 2.730934361714429, "new_direction": 3.141592653589793, "distance_to_player": 500.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 00:29:50.091 | DEBUG | DEV_enemy_ai_decision: {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "decision": "move_toward_player", "old_direction": 2.730934361714429, "new_direction": 3.141592653589793, "distance_to_player": 500.0, "player_position": {"x": 400, "y": 300}}
2025-03-04 00:29:50.092 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "old_position": {"x": 900, "y": 300}, "new_position": {"x": 899, "y": 300}, "delta": {"dx": -0.8, "dy": 9.797174393178826e-17}, "speed": 0.8, "direction": 3.141592653589793, "direction_changed": true, "moving_toward_player": true}
2025-03-04 00:29:50.092 | DEBUG | DEV_enemy_movement: {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "old_position": {"x": 900, "y": 300}, "new_position": {"x": 899, "y": 300}, "delta": {"dx": -0.8, "dy": 9.797174393178826e-17}, "speed": 0.8, "direction": 3.141592653589793, "direction_changed": true, "moving_toward_player": true}
2025-03-04 00:29:50.092 | DEBUG | [DEV_enemy_boundary_correction] {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "attempted_position": {"x": 899, "y": 300}, "corrected_position": {"x": 765, "y": 300}}
2025-03-04 00:29:50.092 | DEBUG | DEV_enemy_boundary_correction: {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "attempted_position": {"x": 899, "y": 300}, "corrected_position": {"x": 765, "y": 300}}
2025-03-04 00:29:50.107 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "old_position": {"x": 549, "y": 300}, "new_position": {"x": 548, "y": 300}, "delta": {"dx": -1.0, "dy": 1.2246467991473532e-16}, "speed": 1.0, "direction": 3.141592653589793, "direction_changed": false, "moving_toward_player": false}
2025-03-04 00:29:50.107 | DEBUG | DEV_enemy_movement: {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "old_position": {"x": 549, "y": 300}, "new_position": {"x": 548, "y": 300}, "delta": {"dx": -1.0, "dy": 1.2246467991473532e-16}, "speed": 1.0, "direction": 3.141592653589793, "direction_changed": false, "moving_toward_player": false}
2025-03-04 00:29:50.107 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "old_position": {"x": 765, "y": 300}, "new_position": {"x": 764, "y": 300}, "delta": {"dx": -0.8, "dy": 9.797174393178826e-17}, "speed": 0.8, "direction": 3.141592653589793, "direction_changed": false, "moving_toward_player": true}
2025-03-04 00:29:50.107 | DEBUG | DEV_enemy_movement: {"enemy_id": 2205045292000, "enemy_type": "lava_splasher", "old_position": {"x": 765, "y": 300}, "new_position": {"x": 764, "y": 300}, "delta": {"dx": -0.8, "dy": 9.797174393178826e-17}, "speed": 0.8, "direction": 3.141592653589793, "direction_changed": false, "moving_toward_player": true}
2025-03-04 00:29:50.123 | DEBUG | [DEV_enemy_movement] {"enemy_id": 2205045292480, "enemy_type": "water_splasher", "old_position": {"x": 548, "y": 300}, "new_position": {"x": 547, "y": 300}, "delta": {"dx": -1.0, "dy": 1.2246467991473532e-16}, "speed": 1.0, "direction": 3.141592653589793, "direction_changed": false, "moving_toward_player": false}
