2025-03-04 01:52:51.906 | INFO | Game Logger initialized for session: session_20250304_015251_33956
2025-03-04 01:52:52.637 | DEBUG | [STATE_player_initialized] {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2208990647664, "memory_size": 48}
2025-03-04 01:52:52.637 | WARNING | STATE_player_initialized: {"position": {"x": 400, "y": 300}, "health": 100, "max_health": 100, "speed": 5, "damage": 10, "wetness": 0, "fire_resistance": 0, "obsidian_armor": 0, "current_area": "BEACH", "session_id": 2208990647664, "memory_size": 48}
2025-03-04 01:52:52.637 | DEBUG | [player] {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 01:52:52.638 | DEBUG | player: {"health": 100, "max_health": 100, "position": {"x": 400, "y": 300}, "wetness": 0, "fire_resistance": 0, "has_obsidian_armor": false, "obsidian_armor_level": 0, "current_area": "BEACH", "damage_dealt": 0, "damage_taken": 0}
2025-03-04 01:52:52.647 | DEBUG | [tutorial_initialized] {"total_steps": 11}
2025-03-04 01:52:52.647 | DEBUG | tutorial_initialized: {"total_steps": 11}
2025-03-04 01:52:52.647 | DEBUG | [DEV_portal_created] {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:52:52.648 | DEBUG | DEV_portal_created: {"source_area": "BEACH", "target_area": "VOLCANO", "position": {"x": 700, "y": 300}}
2025-03-04 01:52:52.648 | DEBUG | [area_transition] {"player_id": 2208990647664, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 01:52:52.648 | WARNING | area_transition: {"player_id": 2208990647664, "old_area": "BEACH", "new_area": "BEACH", "player_health": 100, "wetness": 0, "has_obsidian_armor": false}
2025-03-04 01:52:52.648 | DEBUG | [splash_message] {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 01:52:52.648 | DEBUG | splash_message: {"message": "Entered BEACH", "duration": 3.0}
2025-03-04 01:52:52.648 | DEBUG | [game_initialized] {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 01:52:52.648 | WARNING | game_initialized: {"screen_size": [800, 600], "starting_area": "BEACH", "fps": 60, "tutorial_enabled": true}
2025-03-04 01:52:52.651 | DEBUG | [enemy_spawn] {"type": "water_splasher", "id": 2208990644976, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
2025-03-04 01:52:52.651 | DEBUG | enemy_spawn: {"type": "water_splasher", "id": 2208990644976, "health": 20, "damage": 1, "position": {"x": 550, "y": 300}, "area": "BEACH"}
